Transaction_ID,Customer_ID,Amount,Category,Timestamp
908265,2284,850.07,Bills,2026-03-09 09:00:36.722126
938488,1779,145.1,Travel,2026-03-09 09:00:38.726675
635736,1734,294.55,Food,2026-03-09 09:00:40.733970
962431,1299,652.31,Electronics,2026-03-09 09:00:42.750615
551677,4898,299.21,Electronics,2026-03-09 09:00:44.816092
244323,3753,630.73,Travel,2026-03-09 09:00:46.880143
137782,1078,330.35,Travel,2026-03-09 09:00:48.898516
831120,2357,630.77,Clothing,2026-03-09 09:00:50.906510
705798,1112,57.56,Travel,2026-03-09 09:00:52.912397
811320,2116,326.84,Electronics,2026-03-09 09:00:54.937092
833088,1935,766.16,Bills,2026-03-09 09:00:56.961505
376464,3641,681.61,Travel,2026-03-09 09:00:58.974891
294473,1637,459.94,Food,2026-03-09 09:01:01.021770
373813,2519,386.32,Travel,2026-03-09 09:01:03.058653
801155,3732,602.1,Travel,2026-03-09 09:01:05.089144
109921,3418,967.95,Electronics,2026-03-09 09:01:07.126761
164353,4824,530.53,Clothing,2026-03-09 09:01:09.142489
380019,4632,275.01,Bills,2026-03-09 09:01:11.149296
724728,4924,5559.84,Clothing,2026-03-09 09:01:13.163023
875480,2762,305.7,Food,2026-03-09 09:01:15.175273
617341,4198,800.13,Clothing,2026-03-09 09:01:17.185912
301794,1923,576.45,Clothing,2026-03-09 09:01:19.203205
491898,1854,235.43,Travel,2026-03-09 09:01:21.219484
888737,1002,455.64,Clothing,2026-03-09 09:01:23.345921
203212,4355,566.85,Clothing,2026-03-09 09:01:25.472568
386110,3319,157.78,Travel,2026-03-09 09:01:27.962788
193697,3266,945.8,Travel,2026-03-09 09:01:30.070297
159612,1778,918.83,Travel,2026-03-09 09:01:32.076209
478490,3425,14830.47,Electronics,2026-03-09 09:01:34.091976
543428,4528,449.42,Bills,2026-03-09 09:01:36.118804
164815,1345,842.95,Food,2026-03-09 09:01:38.247993
984749,4531,228.97,Electronics,2026-03-09 09:01:40.265863
424814,1104,789.5,Bills,2026-03-09 09:01:42.315253
607257,4968,177.39,Food,2026-03-09 09:01:44.359960
236930,2044,237.0,Electronics,2026-03-09 09:01:46.368532
662689,4315,655.51,Bills,2026-03-09 09:01:48.377122
627333,1767,202.46,Clothing,2026-03-09 09:01:50.386075
709026,2972,205.69,Food,2026-03-09 09:01:52.394745
449014,3039,857.15,Travel,2026-03-09 09:01:54.403117
522841,2688,253.56,Food,2026-03-09 09:01:56.412325
736064,2440,831.09,Food,2026-03-09 09:01:58.421370
636941,3357,243.87,Bills,2026-03-09 09:02:00.437807
703193,2295,6074.83,Bills,2026-03-09 09:02:02.488483
238883,4530,817.1,Travel,2026-03-09 09:02:04.499870
798191,3688,274.26,Electronics,2026-03-09 09:02:06.504938
132868,3673,70.57,Food,2026-03-09 09:02:08.510714
842086,4441,428.09,Food,2026-03-09 09:02:10.513059
342082,4143,310.59,Food,2026-03-09 09:03:49.422905
592906,4384,557.83,Food,2026-03-09 09:03:51.428883
986339,2493,304.0,Electronics,2026-03-09 09:03:53.433047
678564,2154,972.96,Travel,2026-03-09 09:03:55.438414
343958,4486,545.88,Clothing,2026-03-09 09:03:57.442866
511540,4985,207.86,Electronics,2026-03-09 09:03:59.445479
593863,2128,558.84,Electronics,2026-03-09 09:04:01.448162
754698,4212,770.53,Electronics,2026-03-09 09:04:03.451163
332677,3876,281.0,Clothing,2026-03-09 09:04:05.455624
945859,3861,138.9,Clothing,2026-03-09 09:04:07.458094
256728,1930,308.41,Bills,2026-03-09 09:04:09.460982
746747,1311,816.52,Clothing,2026-03-09 09:04:11.472778
101847,2247,82.16,Bills,2026-03-11 15:59:15.771352
410865,4600,544.21,Travel,2026-03-11 15:59:17.782044
463553,1701,458.01,Travel,2026-03-11 15:59:31.438660
465798,4338,786.59,Food,2026-03-11 15:59:33.441586
125225,3243,553.78,Food,2026-03-11 15:59:35.445084
557660,4381,117.89,Food,2026-03-11 15:59:37.451394
365664,4276,601.38,Travel,2026-03-11 15:59:39.454065
724797,3299,575.44,Clothing,2026-03-11 15:59:41.456919
702770,4969,381.13,Clothing,2026-03-11 15:59:43.458785
290936,4377,143.26,Electronics,2026-03-11 15:59:45.462571
479681,3022,626.12,Electronics,2026-03-11 15:59:47.465592
717865,1014,914.33,Travel,2026-03-11 15:59:49.470593
563332,3607,867.9,Clothing,2026-03-11 15:59:51.474072
582178,3585,949.66,Food,2026-03-11 15:59:53.476455
718844,4390,10436.84,Food,2026-03-11 15:59:55.479651
740925,2670,760.49,Electronics,2026-03-11 15:59:57.483814
608661,2795,748.14,Food,2026-03-11 15:59:59.491472
840761,3991,432.11,Electronics,2026-03-11 16:00:01.494484
932799,3896,836.64,Travel,2026-03-11 16:00:03.515697
719502,4440,279.32,Food,2026-03-11 16:00:05.518958
720918,2285,667.76,Bills,2026-03-11 16:00:07.523275
159325,1599,439.01,Clothing,2026-03-11 16:00:09.528191
527781,2970,899.01,Bills,2026-03-11 16:00:11.535070
929062,2311,99.24,Electronics,2026-03-11 16:00:13.542093
468996,1319,916.46,Clothing,2026-03-11 16:00:15.548927
107539,3382,447.69,Travel,2026-03-11 16:00:17.557276
693938,1952,396.56,Electronics,2026-03-11 16:00:19.562851
725742,2807,464.37,Food,2026-03-11 16:00:21.570673
421669,2263,11830.89,Bills,2026-03-11 16:00:23.577355
160551,1318,848.54,Food,2026-03-11 16:00:25.583801
816456,3547,750.37,Clothing,2026-03-11 16:00:27.586701
